,Date,equal_ret,market_ret,long_ret,short_ret,long_short
0,2002-01-31,-0.022308,-1e-08,-0.01132,-0.03503,0.02371
1,2002-02-28,0.074853,6.18e-06,0.090481,0.079657,0.010824
2,2002-03-28,-0.006753,-7.38e-06,-0.00459,-0.023041,0.018451
3,2002-04-30,-0.017558,-1.42e-06,-0.016122,-0.04334,0.027218
4,2002-05-31,-0.067393,-9.85e-06,-0.068262,-0.077393,0.009131
5,2002-06-28,-0.106575,-1.281e-05,-0.101236,-0.128113,0.026877
6,2002-07-31,0.001579,1.23e-06,0.023073,-0.016858,0.039931
7,2002-08-30,-0.084539,-1.428e-05,-0.087322,-0.117046,0.029724
8,2002-09-30,0.030278,1.113e-05,0.054146,0.005617,0.048529
9,2002-10-31,0.118464,8.86e-06,0.118477,0.135751,-0.017274
10,2002-11-29,-0.048739,-7.96e-06,-0.055614,-0.056636,0.001022
11,2002-12-31,-0.001158,-5.31e-06,-0.005492,-0.021273,0.015781
12,2003-01-31,-0.02387,-3.2e-06,-0.028658,-0.025529,-0.003129
13,2003-02-28,0.013795,3.87e-06,0.016468,0.017583,-0.001115
14,2003-03-31,0.090513,1.213e-05,0.106085,0.083161,0.022924
15,2003-04-30,0.115581,7.19e-06,0.110068,0.128053,-0.017985
16,2003-05-30,0.049526,2.61e-06,0.04984,0.035871,0.013969
17,2003-06-30,0.059859,3.28e-06,0.040412,0.060447,-0.020035
18,2003-07-31,0.040623,3e-06,0.036249,0.048192,-0.011943
19,2003-08-29,0.029144,6e-08,0.019344,0.016409,0.002935
20,2003-09-30,0.070282,8.42e-06,0.091294,0.060298,0.030996
21,2003-10-31,0.050164,4.29e-06,0.063389,0.052252,0.011137
22,2003-11-28,0.037442,6.91e-06,0.038051,0.027169,0.010882
23,2003-12-31,0.066175,3.5e-06,0.05379,0.069813,-0.016023
24,2004-01-30,0.026468,4.08e-06,0.023944,0.007999,0.015945
25,2004-02-27,-0.014726,-4.35e-06,-0.012127,-0.021173,0.009046
26,2004-03-31,-0.032846,-2.79e-06,-0.033364,-0.04109,0.007726
27,2004-04-30,0.002834,2.16e-06,0.008126,-0.008453,0.016579
28,2004-05-28,0.016485,2.41e-06,0.027858,0.008493,0.019365
29,2004-06-30,-0.056112,-5.93e-06,-0.043803,-0.072084,0.028281
30,2004-07-30,-0.00455,8.7e-07,0.008816,-0.013201,0.022017
31,2004-08-31,0.035831,3.01e-06,0.037763,0.038091,-0.000328
32,2004-09-30,0.018835,2.36e-06,0.02266,0.007652,0.015008
33,2004-10-29,0.08018,7.89e-06,0.075914,0.069984,0.00593
34,2004-11-30,0.045169,5.32e-06,0.042448,0.049661,-0.007213
35,2004-12-31,-0.028941,-3.91e-06,-0.024682,-0.040697,0.016015
36,2005-01-31,0.021499,4.41e-06,0.038999,0.015437,0.023562
37,2005-02-28,-0.044323,-4.81e-06,-0.047348,-0.042358,-0.00499
38,2005-03-31,-0.052022,-5.22e-06,-0.032985,-0.058952,0.025967
39,2005-04-29,0.043439,6.39e-06,0.053924,0.041959,0.011965
40,2005-05-31,0.031725,2.77e-06,0.025279,0.018549,0.00673
41,2005-06-30,0.058638,6.53e-06,0.064535,0.055522,0.009013
42,2005-07-29,-0.020384,-3.08e-06,-0.020376,-0.019883,-0.000493
43,2005-08-31,0.005731,1.46e-06,0.006215,0.001976,0.004239
44,2005-09-30,-0.044935,-4.63e-06,-0.044584,-0.049456,0.004872
45,2005-10-31,0.031705,6.67e-06,0.03884,0.021977,0.016863
46,2005-11-30,0.013271,1.31e-06,0.020867,0.016103,0.004764
47,2005-12-30,0.076032,6.29e-06,0.067941,0.069477,-0.001536
48,2006-01-31,0.014115,1.08e-06,0.015802,-0.004536,0.020338
49,2006-02-28,0.020872,2e-06,0.016233,0.019352,-0.003119
50,2006-03-31,0.007687,1.79e-06,0.021635,0.010817,0.010818
51,2006-04-28,-0.039661,-3.91e-06,-0.038592,-0.05091,0.012318
52,2006-05-31,-0.036627,-3.8e-06,-0.030828,-0.042884,0.012056
53,2006-06-30,-0.022399,-1.5e-07,-0.010843,-0.033876,0.023033
54,2006-07-31,0.010072,2.92e-06,0.020782,0.006377,0.014405
55,2006-08-31,0.009375,2.79e-06,0.011535,0.011317,0.000218
56,2006-09-29,0.044151,5.55e-06,0.044942,0.046498,-0.001556
57,2006-10-31,0.025958,3.4e-06,0.030327,0.017051,0.013276
58,2006-11-30,0.01475,1.71e-06,0.01125,0.009573,0.001677
59,2006-12-29,0.022285,2.85e-06,0.025539,0.023997,0.001542
60,2007-01-31,-0.002744,-2.6e-06,-0.000113,-0.00566,0.005547
61,2007-02-28,0.002616,1.56e-06,0.010923,0.001632,0.009291
62,2007-03-30,0.02706,6e-06,0.0317,0.021698,0.010002
63,2007-04-30,0.014031,4.34e-06,0.031135,0.002459,0.028676
64,2007-05-31,-0.007665,-1.87e-06,-0.002371,-0.013673,0.011302
65,2007-06-29,-0.040439,-3.22e-06,-0.03903,-0.039386,0.000356
66,2007-07-31,-0.036526,-2.85e-06,-0.029045,-0.052588,0.023543
67,2007-08-31,0.037856,8.42e-06,0.043294,0.034328,0.008966
68,2007-09-28,0.01035,2.33e-06,0.016662,0.00323,0.013432
69,2007-10-31,-0.082778,-8.3e-06,-0.067382,-0.098223,0.030841
70,2007-11-30,-0.01111,-6.2e-07,-0.006439,-0.021125,0.014686
71,2007-12-31,-0.058451,-1.164e-05,-0.044234,-0.067776,0.023542
72,2008-01-31,-0.022497,-3.13e-06,-0.018286,-0.053879,0.035593
73,2008-02-29,-0.025715,-1.75e-06,-0.005809,-0.045204,0.039395
74,2008-03-31,0.034803,9e-06,0.049336,0.019707,0.029629
75,2008-04-30,0.027121,3.16e-06,0.026841,0.035079,-0.008238
76,2008-05-30,-0.081955,-1.183e-05,-0.081749,-0.082553,0.000804
77,2008-06-30,-0.003958,-3.01e-06,0.018407,-0.038709,0.057116
78,2008-07-31,0.018784,3.2e-06,0.03958,0.003668,0.035912
79,2008-08-29,-0.140156,-2.16e-05,-0.127387,-0.16617,0.038783
80,2008-09-30,-0.263183,-3.507e-05,-0.240028,-0.302844,0.062816
81,2008-10-31,-0.205089,-2.729e-05,-0.189663,-0.220026,0.030363
82,2008-11-28,-0.011834,-3.08e-06,0.01623,-0.044108,0.060338
83,2008-12-31,-0.019021,-1.295e-05,0.007882,-0.062948,0.07083
84,2009-01-30,-0.161915,-2.452e-05,-0.168629,-0.16947,0.000841
85,2009-02-27,0.131556,1.904e-05,0.133303,0.11916,0.014143
86,2009-03-31,0.19813,1.888e-05,0.230573,0.19522,0.035353
87,2009-04-30,0.106821,1.214e-05,0.120802,0.0967,0.024102
88,2009-05-29,0.02835,-5.8e-07,0.048547,0.029074,0.019473
89,2009-06-30,0.067996,1.129e-05,0.086075,0.071992,0.014083
90,2009-07-31,0.071764,7.14e-06,0.049911,0.068371,-0.01846
91,2009-08-31,0.08111,8.55e-06,0.085996,0.070865,0.015131
92,2009-09-30,-0.048909,-4.06e-06,-0.04279,-0.063595,0.020805
93,2009-10-30,0.027958,1.017e-05,0.042598,0.006136,0.036462
94,2009-11-30,0.062535,6.72e-06,0.080324,0.041771,0.038553
95,2009-12-31,0.002076,-4.08e-06,-0.010226,0.005866,-0.016092
96,2010-01-29,0.050871,8.3e-06,0.06307,0.040785,0.022285
97,2010-02-26,0.069207,1.052e-05,0.072839,0.063419,0.00942
98,2010-03-31,0.083059,6.35e-06,0.078279,0.086502,-0.008223
99,2010-04-30,-0.079396,-1.43e-05,-0.080894,-0.092826,0.011932
100,2010-05-28,-0.024178,-1.78e-06,-0.01294,-0.030018,0.017078
101,2010-06-30,0.05716,1.248e-05,0.077351,0.039977,0.037374
102,2010-07-30,-0.038215,-5.24e-06,-0.038403,-0.038154,-0.000249
103,2010-08-31,0.098803,1.692e-05,0.12061,0.085102,0.035508
104,2010-09-30,0.039088,6.57e-06,0.042799,0.04448,-0.001681
105,2010-10-29,0.019375,1.78e-06,0.024095,0.011264,0.012831
106,2010-11-30,0.070822,1.23e-05,0.085299,0.073331,0.011968
107,2010-12-31,0.01538,3.55e-06,0.005922,0.018305,-0.012383
108,2011-01-31,0.02749,3.98e-06,0.02086,0.029915,-0.009055
109,2011-02-28,-0.007546,-2.05e-06,-0.002139,-0.013936,0.011797
110,2011-03-31,0.017609,5.08e-06,0.022012,0.010604,0.011408
111,2011-04-29,-0.028051,-4.53e-06,-0.017995,-0.03508,0.017085
112,2011-05-31,-0.037966,-6.58e-06,-0.025972,-0.050823,0.024851
113,2011-06-30,-0.023827,-4.16e-06,-0.023181,-0.024474,0.001293
114,2011-07-29,-0.114563,-1.698e-05,-0.10587,-0.124419,0.018549
115,2011-08-31,-0.087563,-1.13e-05,-0.077942,-0.092681,0.014739
116,2011-09-30,0.136096,2.601e-05,0.182054,0.069488,0.112566
117,2011-10-31,-0.057094,-8.91e-06,-0.053781,-0.059919,0.006138
118,2011-11-30,-0.004485,1.18e-06,-0.006372,-0.003616,-0.002756
119,2011-12-30,0.09198,9.87e-06,0.075257,0.085683,-0.010426
120,2012-01-31,0.037652,7.5e-06,0.04022,0.036395,0.003825
121,2012-02-29,0.020966,4.12e-06,0.026131,0.018736,0.007395
122,2012-03-30,-0.009477,-1.35e-06,-0.020286,-0.007548,-0.012738
123,2012-04-30,-0.05683,-9.2e-06,-0.043229,-0.08015,0.036921
124,2012-05-31,0.011999,2.33e-06,0.026706,0.004336,0.02237
125,2012-06-29,-0.000877,2.73e-06,-0.00501,-0.006922,0.001912
126,2012-07-31,0.027073,4.93e-06,0.031125,0.023229,0.007896
127,2012-08-31,0.039847,5.42e-06,0.042452,0.036231,0.006221
128,2012-09-28,-0.019093,-3.06e-06,-0.023494,-0.028501,0.005007
129,2012-10-31,0.001838,1.02e-06,0.007799,-0.011677,0.019476
130,2012-11-30,0.022102,2.43e-06,0.020579,0.017109,0.00347
131,2012-12-31,0.066802,1.036e-05,0.078804,0.061329,0.017475
132,2013-01-31,0.007171,1.71e-06,0.006977,-0.005897,0.012874
133,2013-02-28,0.035184,6.57e-06,0.036795,0.031539,0.005256
134,2013-03-28,-0.008731,6.9e-07,-0.015611,-0.011189,-0.004422
135,2013-04-30,0.033738,5.49e-06,0.027763,0.037038,-0.009275
136,2013-05-31,-0.010316,-2.78e-06,-0.012283,-0.020625,0.008342
137,2013-06-28,0.057439,9.79e-06,0.056627,0.059599,-0.002972
138,2013-07-31,-0.014628,-4.48e-06,-0.02048,-0.015131,-0.005349
139,2013-08-30,0.055115,7.17e-06,0.042537,0.06079,-0.018253
140,2013-09-30,0.03729,8.37e-06,0.0423,0.031296,0.011004
141,2013-10-31,0.027586,4.65e-06,0.026861,0.035757,-0.008896
142,2013-11-29,0.023224,4.03e-06,0.018926,0.022136,-0.00321
143,2013-12-31,0.008299,-4.63e-06,0.000284,0.009197,-0.008913
144,2014-01-31,0.042787,7.23e-06,0.05069,0.054611,-0.003921
145,2014-02-28,-0.010823,-8.6e-07,-0.008818,-0.020692,0.011874
146,2014-03-31,-0.029393,-2.8e-07,-0.017202,-0.04628,0.029078
147,2014-04-30,0.00826,3.51e-06,0.017128,0.000821,0.016307
148,2014-05-30,0.041132,4.96e-06,0.045376,0.036689,0.008687
149,2014-06-30,-0.02474,-2.3e-07,-0.022946,-0.027581,0.004635
150,2014-07-31,0.03034,6.47e-06,0.038788,0.034665,0.004123
151,2014-08-29,-0.041661,-3.78e-06,-0.035017,-0.058009,0.022992
152,2014-09-30,0.004404,1.01e-06,0.003292,-0.016158,0.01945
153,2014-10-31,-0.018651,1.96e-06,-0.010118,-0.032368,0.02225
154,2014-11-28,0.005994,1.44e-06,-0.002054,-0.017816,0.015762
155,2014-12-31,-0.021424,-4.91e-06,-0.019907,-0.026912,0.007005
156,2015-01-30,0.063587,1.094e-05,0.051271,0.079977,-0.028706
157,2015-02-27,-0.007639,-2.7e-06,-0.000407,-0.01971,0.019303
158,2015-03-31,0.026629,3.65e-06,0.02693,0.011562,0.015368
159,2015-04-30,0.005044,1.78e-06,0.018296,-0.000731,0.019027
160,2015-05-29,0.006491,-9e-08,0.003922,-0.000652,0.004574
161,2015-06-30,-0.033238,2.09e-06,-0.022518,-0.048443,0.025925
162,2015-07-31,-0.049589,-9.55e-06,-0.048638,-0.054314,0.005676
163,2015-08-31,-0.067089,-9.39e-06,-0.055634,-0.07273,0.017096
164,2015-09-30,0.062907,1.439e-05,0.080717,0.055155,0.025562
165,2015-10-30,0.010741,4.6e-07,0.01707,-0.011712,0.028782
166,2015-11-30,-0.030268,-1.25e-06,-0.022514,-0.031521,0.009007
167,2015-12-31,-0.084156,-1.032e-05,-0.071701,-0.115194,0.043493
168,2016-01-29,0.006711,8e-08,0.002004,0.010129,-0.008125
169,2016-02-29,0.075488,1.195e-05,0.084781,0.077324,0.007457
170,2016-03-31,0.04877,2.91e-06,0.040576,0.058461,-0.017885
171,2016-04-29,-0.003569,2.54e-06,0.010759,-0.031442,0.042201
172,2016-05-31,-0.020579,-4.98e-06,-0.01445,-0.024541,0.010091
173,2016-06-30,0.055208,6.98e-06,0.053031,0.047091,0.00594
174,2016-07-29,0.014268,4.2e-07,0.020273,0.02557,-0.005297
175,2016-08-31,0.008778,-7.7e-07,0.021194,0.00386,0.017334
176,2016-09-30,-0.044562,-3.87e-06,-0.054346,-0.050028,-0.004318
177,2016-10-31,0.061794,7.4e-06,0.059327,0.076287,-0.01696
178,2016-11-30,0.019375,4.01e-06,0.025419,0.008017,0.017402
179,2016-12-30,0.027116,4.2e-06,0.015157,0.047273,-0.032116
180,2017-01-31,0.029623,8.41e-06,0.03459,0.023663,0.010927
181,2017-02-28,-0.005147,-1.9e-07,-0.021893,-0.004482,-0.017411
182,2017-03-31,0.004822,2.14e-06,0.019117,-0.004599,0.023716
183,2017-04-28,-0.009635,2.31e-06,-0.00685,-0.011131,0.004281
184,2017-05-31,0.036211,3.11e-06,0.052426,0.025058,0.027368
185,2017-06-30,0.007576,3.88e-06,0.012818,0.000708,0.01211
186,2017-07-31,-0.024469,-1.95e-06,-0.022422,-0.0341,0.011678
187,2017-08-31,0.054299,4.3e-06,0.049028,0.052442,-0.003414
188,2017-09-29,0.001543,3.57e-06,0.007312,-0.000632,0.007944
189,2017-10-31,0.02133,3.48e-06,0.02073,0.024968,-0.004238
190,2017-11-30,0.014385,2.23e-06,0.019448,0.020221,-0.000773
191,2017-12-29,0.03287,9.29e-06,0.026609,0.030127,-0.003518
192,2018-01-31,-0.045162,-8.95e-06,-0.04414,-0.0515,0.00736
193,2018-02-28,-0.005727,-5.69e-06,-0.008297,-0.011333,0.003036
194,2018-03-29,0.014633,2.11e-06,0.014584,0.012309,0.002275
195,2018-04-30,0.034301,3.43e-06,0.043262,0.034469,0.008793
196,2018-05-31,0.002738,5.4e-07,0.012606,-0.01391,0.026516
197,2018-06-29,-0.000532,4.6e-06,0.008746,-0.012484,0.02123
198,2018-07-31,0.017625,4.86e-06,0.042757,0.020497,0.02226
199,2018-08-31,-0.01569,3.3e-07,-0.013094,-0.028764,0.01567
200,2018-09-28,-0.099661,-1.618e-05,-0.108219,-0.108277,5.8e-05
201,2018-10-31,-0.003936,2.06e-06,0.019585,-0.018662,0.038247
202,2018-11-30,-0.095697,-1.568e-05,-0.08228,-0.114025,0.031745
203,2018-12-31,0.124944,1.421e-05,0.13002,0.097596,0.032424
204,2019-01-31,0.05042,6.96e-06,0.054021,0.044413,0.009608
205,2019-02-28,-0.008827,1.15e-06,-0.019874,0.003262,-0.023136
206,2019-03-29,0.024222,6.65e-06,0.031609,0.01665,0.014959
207,2019-04-30,-0.059822,-9.5e-06,-0.082817,-0.066727,-0.01609
208,2019-05-31,0.050066,1.196e-05,0.056173,0.033912,0.022261
209,2019-06-28,-0.005451,4.19e-06,0.001547,-0.014059,0.015606
210,2019-07-31,-0.057765,-6.03e-06,-0.046926,-0.072512,0.025586
211,2019-08-30,0.019203,2.74e-06,0.01983,0.020879,-0.001049
212,2019-09-30,0.011005,3.77e-06,0.023461,-0.007424,0.030885
213,2019-10-31,0.030327,6.4e-06,0.038188,0.021538,0.01665
214,2019-11-29,0.042476,4.62e-06,0.041723,0.057831,-0.016108
215,2019-12-31,0.00029,2.57e-06,-0.009786,0.01033,-0.020116
